feedback_id,customer_id,date,rating,comment,summary
F00567,C0273,2025-04-11,2,Disappointed with the return process.,Customer was disappointed with the return process.
F00568,C0249,2025-05-04,5,Website UI is confusing to navigate.,The customer finds the website UI difficult to navigate.
F00569,C0014,2024-08-11,1,"Great shopping experience, will definitely return.",The customer had a positive shopping experience and plans to come back.
F00570,C0462,2024-09-24,2,Very satisfied with the product and support.,Customer is very satisfied with both the product and support received.
F00571,C0013,2024-09-23,1,Website UI is confusing to navigate.,The website's user interface is difficult to navigate.
F00572,C0391,2025-06-07,2,Appreciate the quick refund process.,Customer appreciates the quick refund process.
F00573,C0384,2024-11-14,5,Love the fast delivery and packaging.,Customer loves the fast delivery and packaging.
F00574,C0044,2025-05-02,4,App is very slow and keeps freezing.,Customer is experiencing slow performance and freezing issues with the app.
F00575,C0375,2024-10-09,3,Appreciate the quick refund process.,Customer appreciates the quick refund process.
F00576,C0399,2024-09-14,1,I had to cancel my order due to a technical glitch.,Customer had to cancel their order because of a technical issue.
F00577,C0019,2024-12-13,5,Very satisfied with the product and support.,Customer was very satisfied with both the product and support.
F00578,C0063,2025-03-16,4,App is very slow and keeps freezing.,Customer feedback: The app is slow and keeps freezing.
F00579,C0491,2025-06-02,5,App is very slow and keeps freezing.,Customer feedback indicates that the app is experiencing performance issues such as slow loading times and freezing.
F00580,C0239,2025-02-28,1,Appreciate the quick refund process.,Customer appreciates the quick refund process.
F00581,C0492,2024-11-05,3,Appreciate the quick refund process.,Customer appreciates the quick refund process.
F00582,C0419,2025-03-03,5,"Great shopping experience, will definitely return.",Customer had a great shopping experience and plans to return in the future.
F00583,C0337,2024-12-20,2,Product quality is not as described.,Customer feedback indicates that the product quality does not match the description.
F00584,C0419,2025-01-25,4,Very satisfied with the product and support.,Customer is very satisfied with both the product and support.
F00585,C0403,2025-03-18,5,Website UI is confusing to navigate.,The website's user interface is difficult to navigate.
F00586,C0404,2024-10-31,4,Customer service was very helpful and quick.,The customer found the customer service to be prompt and supportive.
F00587,C0100,2024-10-05,2,Very satisfied with the product and support.,Customer is very satisfied with both the product and the support received.
F00588,C0163,2024-12-25,3,Very satisfied with the product and support.,Customer is very satisfied with both the product and support received.
F00589,C0416,2024-10-18,3,Very satisfied with the product and support.,Customer is very satisfied with both the product and support received.
F00590,C0122,2025-05-29,2,App is very slow and keeps freezing.,The app is slow and frequently freezes.
F00591,C0432,2024-11-23,4,I had to cancel my order due to a technical glitch.,Customer had to cancel order due to technical glitch.
F00592,C0044,2025-04-24,5,App is very slow and keeps freezing.,Customer is dissatisfied with the app's slow performance and frequent freezing.
F00593,C0360,2024-10-14,2,I had to cancel my order due to a technical glitch.,Customer had to cancel their order due to technical issues.
F00594,C0408,2025-02-04,1,Appreciate the quick refund process.,Customer appreciates the quick refund process.
F00595,C0317,2024-07-15,4,Customer service was very helpful and quick.,Customer service was efficient and supportive.
F00596,C0381,2025-03-24,3,App is very slow and keeps freezing.,Customer finds app slow and prone to freezing.
F00597,C0145,2025-06-23,2,I had to cancel my order due to a technical glitch.,Customer had to cancel order because of technical issue.
F00598,C0327,2025-04-04,3,App is very slow and keeps freezing.,Customer feedback: The app is very slow and keeps freezing.
F00599,C0363,2024-10-18,4,Love the fast delivery and packaging.,Customer loves the fast delivery and packaging.
F00600,C0050,2024-10-30,3,App is very slow and keeps freezing.,Customer complains that the app is slow and freezes frequently.
